itemid,value,valuenum,valueuom,warning,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
224977,Intact,,,0.0,Surrounding Tissue #7,Surrounding Tissue #7,chartevents,Skin - Impairment,,Text,,
224978,Intact,,,0.0,Surrounding Tissue #8,Surrounding Tissue #8,chartevents,Skin - Impairment,,Text,,
224985,No,,,0.0,Tunneling Present #8,Tunneling Present #8,chartevents,Skin - Impairment,,Text,,
224992,No,,,0.0,Undermining Present #8,Undermining Present #8,chartevents,Skin - Impairment,,Text,,
227594,Wound Cleanser,,,0.0,Impaired Skin Cleanse #9,Site Cleanse #9,chartevents,Skin - Impairment,,Text,,
227598,,,,0.0,Impaired Skin Drainage #9,Site Drainage #9,chartevents,Skin - Impairment,,Text,,
227600,,,,0.0,Impaired Skin Drainage Amount #9,Site Drainage Amount #9,chartevents,Skin - Impairment,,Text,,
227602,0.5,0.5,cm,0.0,Impaired Skin Length #9,Site Length #9,chartevents,Skin - Impairment,cm,Numeric,,
227604,0,0.0,,0.0,Impaired Skin Odor #9,Odor #9,chartevents,Skin - Impairment,,Checkbox,,
227606,"Back, Lower",,,0.0,Impaired Skin Site #9,Site #9,chartevents,Skin - Impairment,,Text,,
227608,Mepilex Foam Dressing,,,0.0,Impaired Skin Treatment #9,Site Treatment #9,chartevents,Skin - Impairment,,Text,,
227612,Pressure ulcer,,,0.0,Impaired Skin Type #9,Type #9,chartevents,Skin - Impairment,,Text,,
227614,0.5,0.5,cm,0.0,Impaired Skin Width #9,Site Width #9,chartevents,Skin - Impairment,cm,Numeric,,
227616,Yellow,,,0.0,Impaired Skin Wound Base #9,Site/Wound Base #9,chartevents,Skin - Impairment,,Text,,
227618,"Partial thickness skin loss through epidermis and/or dermis; ulcer may present  as an abrasion, blister, or shallow crater",2.0,,0.0,Pressure Ulcer Stage #9,Pressure Ulcer Stage #9,chartevents,Skin - Impairment,,Text,,
227620,Intact,,,0.0,Surrounding Tissue #9,Surrounding Tissue #9,chartevents,Skin - Impairment,,Text,,
227622,No,,,0.0,Tunneling Present #9,Tunneling Present #9,chartevents,Skin - Impairment,,Text,,
227787,Dry and intact,,,0.0,Impaired Skin  - Dressing Status  #8,Impaired Skin - Dressing Status  #8,chartevents,Skin - Impairment,,Text,,
227788,Dry and intact,,,0.0,Impaired Skin  - Dressing Status #9,Impaired Skin  - Dressing Status #9,chartevents,Skin - Impairment,,Text,,
227786,Changed,,,0.0,Impaired Skin  - Dressing Status #7,Impaired Skin  - Dressing Status #7,chartevents,Skin - Impairment,,Text,,
227595,Wound Cleanser,,,0.0,Impaired Skin Cleanse #10,Site Cleanse #10,chartevents,Skin - Impairment,,Text,,
227599,,,,0.0,Impaired Skin Drainage #10,Site Drainage #10,chartevents,Skin - Impairment,,Text,,
227601,,,,0.0,Impaired Skin Drainage Amount #10,Site Drainage Amount #10,chartevents,Skin - Impairment,,Text,,
227605,0,0.0,,0.0,Impaired Skin Odor #10,Odor #10,chartevents,Skin - Impairment,,Checkbox,,
227607,"Arm, Right Lower",,,0.0,Impaired Skin Site #10,Site #10,chartevents,Skin - Impairment,,Text,,
227609,Vaseline Gauze,,,0.0,Impaired Skin Treatment #10,Site Treatment #10,chartevents,Skin - Impairment,,Text,,
227613,Skin tear,,,0.0,Impaired Skin Type #10,Type #10,chartevents,Skin - Impairment,,Text,,
227619,Not applicable,,,0.0,Pressure Ulcer Stage #10,Pressure Ulcer Stage #10,chartevents,Skin - Impairment,,Text,,
227621,Intact,,,0.0,Surrounding Tissue #10,Surrounding Tissue #10,chartevents,Skin - Impairment,,Text,,
227789,Changed,,,0.0,Impaired Skin  - Dressing Status #10,Impaired Skin  - Dressing Status #10,chartevents,Skin - Impairment,,Text,,
227451,7.2,7.2,ug/mL,0.0,Tobramycin (Random),Tobramycin (Random),chartevents,Labs,,Numeric with tag,,
227452,2.5,2.5,ug/mL,1.0,Tobramycin (Trough),Tobramycin (Trough),chartevents,Labs,,Numeric with tag,,
224897,0,0.0,cm,0.0,Impaired Skin Depth #4,Site Depth #4,chartevents,Skin - Impairment,cm,Numeric,,
224899,0,0.0,cm,0.0,Impaired Skin Depth #6,Site Depth #6,chartevents,Skin - Impairment,cm,Numeric,,
224920,4,4.0,cm,0.0,Impaired Skin Length #6,Site Length #6,chartevents,Skin - Impairment,cm,Numeric,,
224955,3.5,3.5,cm,0.0,Impaired Skin Width #6,Site Width #6,chartevents,Skin - Impairment,cm,Numeric,,
224901,2,2.0,cm,0.0,Impaired Skin Depth #8,Site Depth #8,chartevents,Skin - Impairment,cm,Numeric,,
224922,2,2.0,cm,0.0,Impaired Skin Length #8,Site Length #8,chartevents,Skin - Impairment,cm,Numeric,,
224957,2,2.0,cm,0.0,Impaired Skin Width #8,Site Width #8,chartevents,Skin - Impairment,cm,Numeric,,
227807,1,1.0,,0.0,In-line Suction Catheter Changed,In-line Suction Changed,chartevents,Respiratory,,Checkbox,,
228302,No,,,0.0,CAM-ICU RASS LOC,CAM-ICU RASS LOC,chartevents,Pain/Sedation,,Text,,
228301,"Yes (3 or more errors, then Continue)",,,0.0,CAM-ICU Inattention,CAM-ICU Inattention,chartevents,Pain/Sedation,,Text,,
227543,4.7,4.7,L/min,0.0,CO (Arterial),CO (Arterial),chartevents,Hemodynamics,L/min,Numeric,4.0,8.0
227546,18,18.0,%,0.0,SVV (Arterial),SVV (Arterial),chartevents,Hemodynamics,%,Numeric,11.0,15.0
227547,63,63.0,mL/beat,0.0,SV (Arterial),SV (Arterial),chartevents,Hemodynamics,mL/beat,Numeric,60.0,100.0
224043,Normal saline,,,0.0,Incision Cleansing #1,Incision Cleansing #1,chartevents,Skin - Incisions,,Text,,
224044,Not applicable ,,,0.0,Incision Packing #1,Incision Packing #1,chartevents,Skin - Incisions,,Text,,
225043,Not applicable ,,,0.0,Incision Packing #2,Incision Packing #2,chartevents,Skin - Incisions,,Text,,
227463,10.8,10.8,ug/dL,0.0,Cortisol,Cortisol,chartevents,Labs,,Numeric with tag,,
224428,Negative,,,0.0,CT #3 Crepitus,CT #3 Crepitus,chartevents,Pulmonary,,Text,,
228413,No,,,0.0,Seizure Activity,Seizure Activity,chartevents,Neurological,,Text,,
224436,20 cm,,,0.0,CT #3 Suction Amount,CT #3 Suction Amount,chartevents,Pulmonary,,Text,,
224439,Left Anterior,,,0.0,Chest Tube Site #3,Chest Tube Site #3,chartevents,Pulmonary,,Text,,
224810,Dry,,,0.0,CT #3 Suction Type,CT #3 Suction Type,chartevents,Pulmonary,,Text,,
224432,Dry and Intact,,,0.0,CT #3 Dressing,CT #3 Dressing,chartevents,Pulmonary,,Text,,
224430,Serosanguinous,,,0.0,CT #3 Drainage,CT #3 Drainage,chartevents,Pulmonary,,Text,,
224434,Positive,,,0.0,CT #3 Fluctuate,CT #3 Fluctuate,chartevents,Pulmonary,,Text,,
224779,Negative,,,0.0,CT #3 Leak,CT #3 Leak,chartevents,Pulmonary,,Text,,
225225,WNL,,,0.0,CCO PAC Site Appear,CCO PAC Site Appear,chartevents,Access Lines - Invasive,,Text,,
225227,Sharp,,,0.0,CCO PAC Waveform Appear,CCO PAC Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
226108,0,0.0,,0.0,CCO PAC placed in outside facility,CCO PAC placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227352,1,1.0,,0.0,CCO PAC Dressing Occlusive,CCO PAC Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
227751,Post line placement,,,0.0,CCO PAC Placement Confirmed by X-ray,CCO PAC Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
223801,Rocuronium,,,0.0,NMB Medication,NMB Medication,chartevents,Pain/Sedation,,Text,,
224661,80,80.0,mA,0.0,Baseline Current/mA,Baseline Current/mA,chartevents,Pain/Sedation,mA,Numeric,,
227805,1,,,0.0,SvO2 SQI,SvO2 SQI,chartevents,Hemodynamics,,Text,,
225228,0,0.0,,0.0,CCO PAC Zero/Calibrate,CCO PAC Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
225738,Planned,,,0.0,CCO PAC Discontinued,CCO PAC Discontinued,chartevents,Access Lines - Invasive,,Text,,
225724,0,0.0,,0.0,Cordis/Introducer Line Tip Cultured,Cordis/Introducer Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
229600,Yes,,,0.0,CAUTI Info Given,CAUTI Info Given,chartevents,Restraint/Support Systems,,Text,,
220581,149,149.0,IU/L,1.0,Amylase,Amylase,chartevents,Labs,,Numeric,,
229124,---,,,0.0,Altered Sensory Perception NCP - Expected Outcomes,ASP NCP - Expected Outcomes,chartevents,Care Plans,,Text,,
229126,Obtain PT / OT consults to facilitate adaptation to impairments,,,0.0,Altered Sensory Perception NCP - Interventions,ASP NCP - Interventions,chartevents,Care Plans,,Text,,
229129,No,,,0.0,Altered Sensory Perception NCP - Problem resolved,ASP NCP - Problem resolved,chartevents,Care Plans,,Text,,
224192,12,12.0,,0.0,Pulsus Paradoxus,Pulsus Paradoxus,chartevents,Routine Vital Signs,,Numeric,,
229128,Yes,,,0.0,Altered Sensory Perception NCP - Plan revised,ASP NCP - Plan revised,chartevents,Care Plans,,Text,,
228442,0 bars,,,0.0,BIS - EMG,BIS - EMG,chartevents,Pain/Sedation,,Text,,
228443,5 bars,,,0.0,BIS - SQI,BIS - SQI,chartevents,Pain/Sedation,,Text,,
228444,10,10.0,,0.0,BIS Index Range,BIS Index Range,chartevents,Pain/Sedation,,Numeric,,
225684,276,276.0,mOsm/kg,0.0,Serum Osmolality,Serum Osmolality,chartevents,Labs,,Numeric,,
224359,0.47,0.47,sec,0.0,QTc,QTc,chartevents,Routine Vital Signs,sec,Numeric,,
220580,56,56.0,umol/L,0.0,Ammonia,Ammonia,chartevents,Labs,,Numeric,,
229540,Venous,,,0.0,Sheath Type,Sheath Type,chartevents,Access Lines - Invasive,,Text,,
223941,Easily Palpable,,,0.0,Popliteal Pulse R,Popliteal Pulse R,chartevents,Cardiovascular (Pulses),,Text,,
223946,Easily Palpable,,,0.0,Popliteal Pulse L,Popliteal Pulse L,chartevents,Cardiovascular (Pulses),,Text,,
227723,1,1.0,,0.0,AVA Dressing Occlusive,AVA Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
227727,0,0.0,,0.0,AVA Line placed in outside facility,AVA Line placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
227728,WNL,,,0.0,AVA Line Site Appear,AVA Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
227730,Not assessed,,,0.0,AVA Waveform Appearance,AVA Waveform Appearance,chartevents,Access Lines - Invasive,,Text,,
227732,On admission,,,0.0,AVA Line Placement Confirmed by X-ray,AVA Line Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
227731,1,1.0,,0.0,AVA Line Zero/Calibrate,AVA Line Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
226135,0,0.0,,0.0,14 Gauge placed in outside facility,14 Gauge placed in outside facility,chartevents,Access Lines - Peripheral,,Checkbox,,
227365,1,1.0,,0.0,14 Gauge Dressing Occlusive,14 Gauge Dressing Occlusive,chartevents,Access Lines - Peripheral,,Checkbox,,
228007,Grade 0,,,0.0,14 G Phlebitis Scale,14 G Phlebitis Scale,chartevents,Access Lines - Peripheral,,Text,,
228008,Grade 0,,,0.0,14 G Infiltration Scale,14 G Infiltration Scale,chartevents,Access Lines - Peripheral,,Text,,
228097,0,0.0,,0.0,14 Gauge placed in the field,14 Gauge placed in the field,chartevents,Access Lines - Peripheral,,Checkbox,,
225239,Routine Change,,,0.0,14 Gauge Reason Discontinued,14 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,
227726,0,0.0,,0.0,AVA Line Tip Cultured,AVA Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
226499,500,500.0,mL,0.0,Hemodialysis Output,Hemodialysis Output,chartevents,Dialysis,mL,Numeric,,
224109,Aspen,,,0.0,Cervical Collar Type,Cervical Collar Type,chartevents,Treatments,,Text,,
224110,On,,,0.0,Cervical Collar Status,Cervical Collar Status,chartevents,Treatments,,Text,,
229327,Patient will demonstrate decreased  physiological signs of intolerance,,,0.0,Activity Intolerance  NCP - Expected outcomes,AI NCP - Expected outcomes,chartevents,Care Plans,,Text,,
225192,1,1.0,,0.0,Collar Care,Collar Care,chartevents,Treatments,,Checkbox,,
229301,65,65.0,cm,0.0,GI #2 Tube Mark (CM),GI #2 Tube Mark (CM),chartevents,GI/GU,cm,Numeric,,
229644,be able to relate effectively with persons / environment by using an appropriate form of communication,,,0.0,Stroke NCP - Expected outcomes,Stroke NCP - Expected outcomes,chartevents,Care Plans,,Text,,
229633,16,38.32,,0.0,Basic Mobility (AM-PAC),Basic Mobility (AM-PAC),chartevents,Treatments,,Text,,
229636,Basic Mobility,,,0.0,Test Performed (AM-PAC),Test Performed (AM-PAC),chartevents,Treatments,,Text,,
229638,Rehab,,,0.0,Discharge Recommendations (AM-PAC),Discharge Recommendations (AM-PAC),chartevents,Treatments,,Text,,
229330,"Assess vital signs before, during, and after activity",,,0.0,Activity Intolerance  NCP - Interventions,AI NCP - Interventions,chartevents,Care Plans,,Text,,
229333,Yes,,,0.0,Activity Intolerance NCP - Plan revised,AI NCP - Plan revised,chartevents,Care Plans,,Text,,
229334,No,,,0.0,Activity Intolerance  NCP - Problem resolved,AI NCP - Problem resolved,chartevents,Care Plans,,Text,,
229634,11,29.04,,0.0,Daily Activity (AM-PAC),Daily Activity (AM-PAC),chartevents,Treatments,,Text,,
225730,0,0.0,,0.0,PA Catheter Line Tip Cultured,PA Catheter Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
224070,At bedside,,,0.0,Sitter,Sitter,chartevents,Restraint/Support Systems,,Text,,
224389,s1,,,0.0,Heart Sounds,Heart Sounds,chartevents,Cardiovascular,,Text,,
223764,72,72.0,bpm,0.0,Orthostatic HR lying,Orthostatic HR lying,chartevents,Routine Vital Signs,bpm,Numeric,,
223765,73,73.0,bpm,0.0,Orthostatic HR sitting,Orthostatic HR sitting,chartevents,Routine Vital Signs,bpm,Numeric,,
223766,101,101.0,mmHg,0.0,Orthostatic BPs standing,Orthostatic BPs standing,chartevents,Routine Vital Signs,mmHg,Numeric,,
224645,95,95.0,mmHg,0.0,Orthostatic BPs lying,Orthostatic BPs lying,chartevents,Routine Vital Signs,mmHg,Numeric,,
224646,99,99.0,mmHg,0.0,Orthostatic BPs sitting,Orthostatic BPs sitting,chartevents,Routine Vital Signs,mmHg,Numeric,,
224647,74,74.0,bpm,0.0,Orthostatic HR standing,Orthostatic HR standing,chartevents,Routine Vital Signs,bpm,Numeric,,
226092,64,64.0,mmHg,0.0,Orthostatic BPd lying,Orthostatic BPd lying,chartevents,Routine Vital Signs,mmHg,Numeric,,
226094,66,66.0,mmHg,0.0,Orthostatic BPd sitting,Orthostatic BPd sitting,chartevents,Routine Vital Signs,mmHg,Numeric,,
226096,68,68.0,mmHg,0.0,Orthostatic BPd standing,Orthostatic BPd standing,chartevents,Routine Vital Signs,mmHg,Numeric,,
228903,Patient will have adequate oxygenation and maintain adequate ABGs WNL throught hospitalization,,,0.0,Altered Respiratory Status NCP - Goal,ARS NCP - Goal,chartevents,Care Plans,,Text,,
228907,Not Met,,,0.0,Altered Respiratory Status NCP - outcomes met,ARS NCP - outcomes met,chartevents,Care Plans,,Text,,
228945,Patient will remain free of infection throughout ICU course,,,0.0,Infection NCP - Goal,Infection NCP - Goal,chartevents,Care Plans,,Text,,
228949,Not Met,,,0.0,Infection NCP - outcomes met,Infection NCP - outcomes met,chartevents,Care Plans,,Text,,
228579,Blister,,,0.0,Impaired Skin #4- Type,Impaired Skin #4- Type,chartevents,Skin - Impairment,,Text,,
228500,Scrotum,,,0.0,Impaired Skin #5- Location,Impaired Skin #5- Location,chartevents,Skin - Impairment,,Text,,
228533,Dry Sterile Dressing,,,0.0,Impaired Skin #5- Treatment,Impaired Skin #5- Treatment,chartevents,Skin - Impairment,,Text,,
228580,Hematoma,,,0.0,Impaired Skin #5- Type,Impaired Skin #5- Type,chartevents,Skin - Impairment,,Text,,
228501,Lower leg - Right,,,0.0,Impaired Skin #6- Location,Impaired Skin #6- Location,chartevents,Skin - Impairment,,Text,,
228581,Skin tear,,,0.0,Impaired Skin #6- Type,Impaired Skin #6- Type,chartevents,Skin - Impairment,,Text,,
228502,Coccyx,,,0.0,Impaired Skin #7- Location,Impaired Skin #7- Location,chartevents,Skin - Impairment,,Text,,
228535,Foam (Mepilex),,,0.0,Impaired Skin #7- Treatment,Impaired Skin #7- Treatment,chartevents,Skin - Impairment,,Text,,
228582,Blister,,,0.0,Impaired Skin #7- Type,Impaired Skin #7- Type,chartevents,Skin - Impairment,,Text,,
228605,Dry and intact,,,0.0,Impaired Skin #6- Dressing Status,Impaired Skin #6- Dressing Status,chartevents,Skin - Impairment,,Text,,
228606,Dry and intact,,,0.0,Impaired Skin #7- Dressing Status,Impaired Skin #7- Dressing Status,chartevents,Skin - Impairment,,Text,,
228522,Commercial Cleanser,,,0.0,Impaired Skin #5- Cleanse,Impaired Skin #5- Cleanse,chartevents,Skin - Impairment,,Text,,
228604,Changed,,,0.0,Impaired Skin #5- Dressing Status,Impaired Skin #5- Dressing Status,chartevents,Skin - Impairment,,Text,,
228521,Other,,,0.0,Impaired Skin #4- Cleanse,Impaired Skin #4- Cleanse,chartevents,Skin - Impairment,,Text,,
228534,None-Open to Air,,,0.0,Impaired Skin #6- Treatment,Impaired Skin #6- Treatment,chartevents,Skin - Impairment,,Text,,
228508,Heel - Left,,,0.0,Pressure Ulcer #3- Location,Pressure Ulcer #3- Location,chartevents,Skin - Impairment,,Text,,
228541,None-Open to Air,,,0.0,Pressure Ulcer #3- Treatment,Pressure Ulcer #3- Treatment,chartevents,Skin - Impairment,,Text,,
228551,Pressure Ulcer,,,0.0,Pressure Ulcer #3- Type,Pressure Ulcer #3- Type,chartevents,Skin - Impairment,,Text,,
228622,1,1.0,cm,0.0,Pressure Ulcer #3- Width,Pressure Ulcer #3-  Width,chartevents,Skin - Impairment,cm,Numeric,,
228725,1,1.0,cm,0.0,Pressure ulcer #3- Length,Pressure ulcer #3- Length,chartevents,Skin - Impairment,cm,Numeric,,
228735,Pink,,,0.0,Pressure ulcer #3- Wound Base,Pressure ulcer #3- Wound Base,chartevents,Skin - Impairment,,Text,,
228745,Erythema,,,0.0,Pressure ulcer #3- Surrounding tissue,Pressure ulcer #3- Surrounding tissue,chartevents,Skin - Impairment,,Text,,
228755,,,,0.0,Pressure ulcer #3- Drainage,Pressure ulcer #3- Drainage,chartevents,Skin - Impairment,,Text,,
228815,2 - Stage II,,,0.0,Pressure ulcer #3- Stage,Pressure ulcer #3- Stage,chartevents,Skin - Impairment,,Text,,
228835,No,,,0.0,Pressure ulcer #3- Tunneling present,Pressure ulcer #3- Tunneling present,chartevents,Skin - Impairment,,Text,,
228845,No,,,0.0,Pressure ulcer #3- Undermining present,Pressure ulcer #3- Undermining present,chartevents,Skin - Impairment,,Text,,
228775,0,0.0,,0.0,Pressure ulcer #3- Odor,Pressure ulcer #3- Odor,chartevents,Skin - Impairment,,Checkbox,,
228523,Commercial Cleanser,,,0.0,Impaired Skin #6- Cleanse,Impaired Skin #6- Cleanse,chartevents,Skin - Impairment,,Text,,
228524,Normal Saline,,,0.0,Impaired Skin #7- Cleanse,Impaired Skin #7- Cleanse,chartevents,Skin - Impairment,,Text,,
224705,30,30.0,cmH2O,0.0,P High (APRV),P High (APRV),chartevents,Respiratory,cmH2O,Numeric,,
224706,11,11.0,cmH2O,0.0,P Low (APRV),P Low (APRV),chartevents,Respiratory,cmH2O,Numeric,,
224707,30,30.0,sec,0.0,T High (APRV),T High (APRV),chartevents,Respiratory,sec,Numeric,,
224709,0.1,0.1,sec,0.0,T Low (APRV),T Low (APRV),chartevents,Respiratory,sec,Numeric,,
228503,Groin - Left,,,0.0,Impaired Skin #8- Location,Impaired Skin #8- Location,chartevents,Skin - Impairment,,Text,,
228583,Puncture wound,,,0.0,Impaired Skin #8- Type,Impaired Skin #8- Type,chartevents,Skin - Impairment,,Text,,
228765,,,,0.0,Pressure ulcer #3- Drainage amount,Pressure ulcer #3- Drainage amount,chartevents,Skin - Impairment,,Text,,
227450,1.8,1.8,ug/mL,1.0,Tobramycin (Peak),Tobramycin (Peak),chartevents,Labs,,Numeric with tag,,
230035,,0.0,,0.0,Accessory muscle use.,Accessory muscle use.,chartevents,RDOS,,Text,,
230036,,0.0,,0.0,Grunting,Grunting at end-expiration,chartevents,RDOS,,Text,,
230037,< 90 beats,0.0,,0.0,HR per min,HR per min,chartevents,RDOS,,Text,,
230038,,0.0,,0.0,Look of fear,Look of fear,chartevents,RDOS,,Text,,
230039,,0.0,,0.0,Nasal flaring.,Nasal flaring.,chartevents,RDOS,,Text,,
230040,,0.0,,0.0,Paradoxical breathing,Paradoxical breathing,chartevents,RDOS,,Text,,
230041,,0.0,,0.0,Restlessness.,Restlessness.,chartevents,RDOS,,Text,,
230042,< = 18 breaths,0.0,,0.0,RR per min,RR per min,chartevents,RDOS,,Text,,
225108,0,0.0,,0.0,Tobacco use,Tobacco use,chartevents,Adm History/FHPA,,Checkbox,,
228151,60,60.0,mmHg.,0.0,Aortic Pressure Signal - Diastolic,Aortic Pressure Signal - Diastolic,chartevents,Impella,mmHg.,Numeric,,
228152,67,67.0,mmHg.,0.0,Aortic Pressure Signal - Systolic,Aortic Pressure Signal - Systolic,chartevents,Impella,mmHg.,Numeric,,
228153,Aortic pressure waveform,,,0.0,Dual Signal Screen,Dual Signal Screen,chartevents,Impella,,Text,,
228154,3.3,3.3,L/min,0.0,Flow Rate (Impella),Flow Rate (Impella),chartevents,Impella,L/min,Numeric,,
228156,P8,,,0.0,Performance Level,Performance Level,chartevents,Impella,,Text,,
228157,Pump position OK,1.0,,0.0,Placement Monitoring Screen,Placement Monitoring Screen,chartevents,Impella,,Text,,
228158,494,494.0,mmHg,0.0,Purge Pressure,Purge Pressure,chartevents,Impella,mmHg,Numeric,,
228159,11.9,11.9,ml/hr,0.0,Purge Solution Flow Rate,Purge Solution Flow Rate,chartevents,Impella,ml/hr,Numeric,4.0,20.0
229311,844,844.0,,0.0,Motor Current (mA) High,Motor Current (mA) High,chartevents,Impella,,Numeric,,
229312,737,737.0,,0.0,Motor Current (mA) Low,Motor Current (mA) Low,chartevents,Impella,,Numeric,,
229679,2.5 / CP,,,0.0,Type of Catheter (Impella),Type of Catheter (Impella),chartevents,Impella,,Text,,
229534,No,,,0.0,Multi Lumen - Obturator in place,Multi Lumen - Obturator in place,chartevents,Access Lines - Invasive,,Text,,
228162,88,88.0,cm,0.0,Impella Catheter Position,Impella Catheter Position,chartevents,Access Lines - Invasive,cm,Numeric,,
228163,0,0.0,,0.0,Impella Catheter Repositioned,Impella Catheter Repositioned,chartevents,Access Lines - Invasive,,Checkbox,,
228164,Right,,,0.0,Impella Catheter Site,Impella Catheter Site,chartevents,Access Lines - Invasive,,Text,,
228173,Marked,,,0.0,Impella Position,Impella Position,chartevents,Access Lines - Invasive,,Text,,
228174,Oozing ,,,0.0,Impella Line Site Appear,Impella Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
229680,Impella 2.5 / CP,,,0.0,Impella Line Type,Impella Line Type,chartevents,Access Lines - Invasive,,Text,,
228171,Echo,,,0.0,Impella Placement Confirmed,Impella Placement Confirmed,chartevents,Access Lines - Invasive,,Text,,
228172,After repositioning,,,0.0,Impella Postion Confirmed,Impella Position Confirmed,chartevents,Access Lines - Invasive,,Text,,
229377,,,,0.0,Part 1 Question,Part 1 Question,chartevents,Swallow Evaluation,,Text,,
229378,,,,0.0,Part 2 Question,Part 2 Question,chartevents,Swallow Evaluation,,Text,,
229379,Pass,1.0,,0.0,Swallow Eval,Nsg Swallow Eval,chartevents,Swallow Evaluation,,Text,,
224800,Bruit Yes,,,0.0,AV Fistula R Bruit,AV Fistula R Bruit,chartevents,Cardiovascular,,Text,,
224801,Thrill Yes,,,0.0,AV Fistula R Thrill,AV Fistula R Thrill,chartevents,Cardiovascular,,Text,,
224995,Clean and Dry,,,0.0,Incision Appearance #4,Incision Appearance #4,chartevents,Skin - Incisions,,Text,,
225006,Sutures,,,0.0,Incision Closure #4,Incision Closure #4,chartevents,Skin - Incisions,,Text,,
225015,,,,0.0,Incision Drainage #4,Incision Drainage #4,chartevents,Skin - Incisions,,Text,,
228574,Dry Sterile Dressing,,,0.0,Incision #4- Treatment,Incision #4- Treatment,chartevents,Skin - Incisions,,Text,,
228597,Changed,,,0.0,Incision #4- Dressing Status,Incision #4- Dressing Status,chartevents,Skin - Incisions,,Text,,
225020,,,,0.0,Incision Drainage Amount #4,Incision Drainage Amount #4,chartevents,Skin - Incisions,,Text,,
228562,Neck - Posterior,,,0.0,Incision #4- Location,Incision #4- Location,chartevents,Skin - Incisions,,Text,,
228575,None-Open to Air,,,0.0,Incision #5- Treatment,Incision #5- Treatment,chartevents,Skin - Incisions,,Text,,
224713,Yes,,,1.0,Circuit Changed,Circuit Changed,chartevents,Respiratory,,Text,,
229143,"Patient / family can demonstrate ability to obtain / understand blood glucose levels, medication administration and safety",,,0.0,Metabolic disturbance NCP - Expected outcomes,Metabolic disturbance NCP - Expected outcomes,chartevents,Care Plans,,Text,,
229145,Assess availability of additional supplies,,,0.0,Metabolic disturbance NCP - Interventions,Metabolic disturbance NCP - Interventions,chartevents,Care Plans,,Text,,
229148,No,,,0.0,Metabolic disturbance NCP - Problem resolved,Metabolic disturbance NCP - Problem resolved,chartevents,Care Plans,,Text,,
229147,Yes,,,0.0,Metabolic disturbance NCP - Plan revised,Metabolic disturbance NCP - Plan revised,chartevents,Care Plans,,Text,,
227441,77,77.0,mg/dL,0.0,LDL measured,LDL measured,chartevents,Labs,,Numeric with tag,,
227470,56,56.0,mm/hr,1.0,Sed Rate,Sed Rate,chartevents,Labs,,Numeric with tag,,
227567,Oral,,,0.0,Airway Location,Airway Location,chartevents,Respiratory,,Text,,
227583,On,,,0.0,Autoset/CPAP,Autoset/CPAP,chartevents,Respiratory,,Text,,
227582,0,0.0,L/min,1.0,BiPap O2 Flow,BiPap O2 Flow,chartevents,Respiratory,L/min,Numeric,,
224710,20,20.0,cmH2O,0.0,Recruitment Press,Recruitment Press,chartevents,Respiratory,cmH2O,Numeric,,
224711,30,30.0,sec,0.0,Recruitment Duration,Recruitment Duration,chartevents,Respiratory,sec,Numeric,,
224712,CPAP,,,0.0,Recruitment Mode,Recruitment Mode,chartevents,Respiratory,,Text,,
229601,Not Applicable,,,0.0,Arm Immobilizer,Arm Immobilizer,chartevents,Treatments,,Text,,
229375,0.24,0.24,,1.0,UF Heparin (Anti-Xa),UF Heparin (Anti-Xa),chartevents,Labs,,Numeric with tag,,
229374,49,49.0,%,1.0,AT (Antithrombin funct),AT (Antithrombin funct),chartevents,Labs,,Numeric with tag,,
227460,5,5.0,ug/mL,1.0,Phenobarbital,Phenobarbital,chartevents,Labs,,Numeric with tag,,
223925,< 1 Minute,,,0.0,Seizure Duration,Seizure Duration,chartevents,Neurological,,Text,,
229813,Hemodynamic instability,,,0.0,Reason for Trigger (RN),Reason for Trigger (RN),chartevents,RNTriggerNote,,Text,,
227626,On,,,0.0,Seizure Pads,Seizure Pads,chartevents,Treatments,,Text,,
230083,Phoxillium B22/K4,,,0.0,Replacement Fluid (Pre-Filter),Replacement Fluid (Pre-Filter),chartevents,Dialysis,,Text,,
230084,Phoxillium B22/K4,,,0.0,Replacement Fluid (Post-Filter),Replacement Fluid (Post-Filter),chartevents,Dialysis,,Text,,
230085,Prismasate B32/K2,,,0.0,Dialysate Fluid,Dialysate Fluid,chartevents,Dialysis,,Text,,
