icd_code,icd_version,long_title
N99530,10,Hemorrhage of continent stoma of urinary tract
N99532,10,Malfunction of continent stoma of urinary tract
N99533,10,Herniation of continent stoma of urinary tract
N99538,10,Other complication of continent stoma of urinary tract
N9961,10,Intraoperative hemorrhage and hematoma of a genitourinary system organ or structure complicating a genitourinary system procedure
N9962,10,Intraoperative hemorrhage and hematoma of a genitourinary system organ or structure complicating other procedure
N9971,10,Accidental puncture and laceration of a genitourinary system organ or structure during a genitourinary system procedure
N9972,10,Accidental puncture and laceration of a genitourinary system organ or structure during other procedure
N9981,10,Other intraoperative complications of genitourinary system
N99820,10,Postprocedural hemorrhage of a genitourinary system organ or structure following a genitourinary system procedure
N99821,10,Postprocedural hemorrhage of a genitourinary system organ or structure following other procedure
N99840,10,Postprocedural hematoma of a genitourinary system organ or structure following a genitourinary system procedure
N99841,10,Postprocedural hematoma of a genitourinary system organ or structure following other procedure
N99842,10,Postprocedural seroma of a genitourinary system organ or structure following a genitourinary system procedure
N99843,10,Postprocedural seroma of a genitourinary system organ or structure following other procedure
N9985,10,Post endometrial ablation syndrome
N9989,10,Other postprocedural complications and disorders of genitourinary system
O0000,10,Abdominal pregnancy without intrauterine pregnancy
O001,10,Tubal pregnancy
O0010,10,Tubal pregnancy without intrauterine pregnancy
O00101,10,Right tubal pregnancy without intrauterine pregnancy
O00102,10,Left tubal pregnancy without intrauterine pregnancy
O00111,10,Right tubal pregnancy with intrauterine pregnancy
O00201,10,Right ovarian pregnancy without intrauterine pregnancy
O00202,10,Left ovarian pregnancy without intrauterine pregnancy
O008,10,Other ectopic pregnancy
O0080,10,Other ectopic pregnancy without intrauterine pregnancy
O0081,10,Other ectopic pregnancy with intrauterine pregnancy
O0090,10,Unspecified ectopic pregnancy without intrauterine pregnancy
O0091,10,Unspecified ectopic pregnancy with intrauterine pregnancy
O010,10,Classical hydatidiform mole
O019,10,"Hydatidiform mole, unspecified"
O020,10,Blighted ovum and nonhydatidiform mole
O021,10,Missed abortion
O0281,10,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy
O0289,10,Other abnormal products of conception
O030,10,Genital tract and pelvic infection following incomplete spontaneous abortion
O031,10,Delayed or excessive hemorrhage following incomplete spontaneous abortion
O0330,10,Unspecified complication following incomplete spontaneous abortion
O0331,10,Shock following incomplete spontaneous abortion
O0333,10,Metabolic disorder following incomplete spontaneous abortion
O0334,10,Damage to pelvic organs following incomplete spontaneous abortion
O0337,10,Sepsis following incomplete spontaneous abortion
O0338,10,Urinary tract infection following incomplete spontaneous abortion
O0339,10,Incomplete spontaneous abortion with other complications
O034,10,Incomplete spontaneous abortion without complication
O035,10,Genital tract and pelvic infection following complete or unspecified spontaneous abortion
O036,10,Delayed or excessive hemorrhage following complete or unspecified spontaneous abortion
O037,10,Embolism following complete or unspecified spontaneous abortion
O0381,10,Shock following complete or unspecified spontaneous abortion
O0383,10,Metabolic disorder following complete or unspecified spontaneous abortion
O0387,10,Sepsis following complete or unspecified spontaneous abortion
O0389,10,Complete or unspecified spontaneous abortion with other complications
O039,10,Complete or unspecified spontaneous abortion without complication
O045,10,Genital tract and pelvic infection following (induced) termination of pregnancy
O046,10,Delayed or excessive hemorrhage following (induced) termination of pregnancy
O0480,10,(Induced) termination of pregnancy with unspecified complications
O0481,10,Shock following (induced) termination of pregnancy
O0483,10,Metabolic disorder following (induced) termination of pregnancy
O0484,10,Damage to pelvic organs following (induced) termination of pregnancy
O0487,10,Sepsis following (induced) termination of pregnancy
O0489,10,(Induced) termination of pregnancy with other complications
O070,10,Genital tract and pelvic infection following failed attempted termination of pregnancy
O071,10,Delayed or excessive hemorrhage following failed attempted termination of pregnancy
O0739,10,Failed attempted termination of pregnancy with other complications
O074,10,Failed attempted termination of pregnancy without complication
O080,10,Genital tract and pelvic infection following ectopic and molar pregnancy
O081,10,Delayed or excessive hemorrhage following ectopic and molar pregnancy
O082,10,Embolism following ectopic and molar pregnancy
O083,10,Shock following ectopic and molar pregnancy
O084,10,Renal failure following ectopic and molar pregnancy
O085,10,Metabolic disorders following an ectopic and molar pregnancy
O086,10,Damage to pelvic organs and tissues following an ectopic and molar pregnancy
O0882,10,Sepsis following ectopic and molar pregnancy
O0883,10,Urinary tract infection following an ectopic and molar pregnancy
O0889,10,Other complications following an ectopic and molar pregnancy
O0901,10,"Supervision of pregnancy with history of infertility, first trimester"
O0902,10,"Supervision of pregnancy with history of infertility, second trimester"
O0903,10,"Supervision of pregnancy with history of infertility, third trimester"
O0911,10,"Supervision of pregnancy with history of ectopic pregnancy, first trimester"
O0913,10,"Supervision of pregnancy with history of ectopic pregnancy, third trimester"
O09211,10,"Supervision of pregnancy with history of pre-term labor, first trimester"
O09212,10,"Supervision of pregnancy with history of pre-term labor, second trimester"
O09213,10,"Supervision of pregnancy with history of pre-term labor, third trimester"
O09291,10,"Supervision of pregnancy with other poor reproductive or obstetric history, first trimester"
O09292,10,"Supervision of pregnancy with other poor reproductive or obstetric history, second trimester"
O09293,10,"Supervision of pregnancy with other poor reproductive or obstetric history, third trimester"
O09299,10,"Supervision of pregnancy with other poor reproductive or obstetric history, unspecified trimester"
O0932,10,"Supervision of pregnancy with insufficient antenatal care, second trimester"
O0933,10,"Supervision of pregnancy with insufficient antenatal care, third trimester"
O0942,10,"Supervision of pregnancy with grand multiparity, second trimester"
O0943,10,"Supervision of pregnancy with grand multiparity, third trimester"
O09511,10,"Supervision of elderly primigravida, first trimester"
O09512,10,"Supervision of elderly primigravida, second trimester"
O09513,10,"Supervision of elderly primigravida, third trimester"
O09521,10,"Supervision of elderly multigravida, first trimester"
O09522,10,"Supervision of elderly multigravida, second trimester"
O09523,10,"Supervision of elderly multigravida, third trimester"
O09529,10,"Supervision of elderly multigravida, unspecified trimester"
O0972,10,"Supervision of high risk pregnancy due to social problems, second trimester"
O0973,10,"Supervision of high risk pregnancy due to social problems, third trimester"
O09811,10,"Supervision of pregnancy resulting from assisted reproductive technology, first trimester"
O09812,10,"Supervision of pregnancy resulting from assisted reproductive technology, second trimester"
O09813,10,"Supervision of pregnancy resulting from assisted reproductive technology, third trimester"
O09819,10,"Supervision of pregnancy resulting from assisted reproductive technology, unspecified trimester"
O09823,10,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester"
O09891,10,"Supervision of other high risk pregnancies, first trimester"
O09892,10,"Supervision of other high risk pregnancies, second trimester"
O09893,10,"Supervision of other high risk pregnancies, third trimester"
O09A3,10,"Supervision of pregnancy with history of molar pregnancy, third trimester"
O10011,10,"Pre-existing essential hypertension complicating pregnancy, first trimester"
O10012,10,"Pre-existing essential hypertension complicating pregnancy, second trimester"
O10013,10,"Pre-existing essential hypertension complicating pregnancy, third trimester"
O1002,10,Pre-existing essential hypertension complicating childbirth
O1003,10,Pre-existing essential hypertension complicating the puerperium
O1012,10,Pre-existing hypertensive heart disease complicating childbirth
O1013,10,Pre-existing hypertensive heart disease complicating the puerperium
O10211,10,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester"
O10212,10,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester"
O10213,10,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester"
O1022,10,Pre-existing hypertensive chronic kidney disease complicating childbirth
O1023,10,Pre-existing hypertensive chronic kidney disease complicating the puerperium
O10312,10,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester"
O10411,10,"Pre-existing secondary hypertension complicating pregnancy, first trimester"
O10413,10,"Pre-existing secondary hypertension complicating pregnancy, third trimester"
O1042,10,Pre-existing secondary hypertension complicating childbirth
O10911,10,"Unspecified pre-existing hypertension complicating pregnancy, first trimester"
O10912,10,"Unspecified pre-existing hypertension complicating pregnancy, second trimester"
O10913,10,"Unspecified pre-existing hypertension complicating pregnancy, third trimester"
O1092,10,Unspecified pre-existing hypertension complicating childbirth
O1093,10,Unspecified pre-existing hypertension complicating the puerperium
O112,10,"Pre-existing hypertension with pre-eclampsia, second trimester"
O113,10,"Pre-existing hypertension with pre-eclampsia, third trimester"
O114,10,"Pre-existing hypertension with pre-eclampsia, complicating childbirth"
O115,10,"Pre-existing hypertension with pre-eclampsia, complicating the puerperium"
O1202,10,"Gestational edema, second trimester"
O1203,10,"Gestational edema, third trimester"
O1204,10,"Gestational edema, complicating childbirth"
O1205,10,"Gestational edema, complicating the puerperium"
O1212,10,"Gestational proteinuria, second trimester"
O1213,10,"Gestational proteinuria, third trimester"
O1214,10,"Gestational proteinuria, complicating childbirth"
O1222,10,"Gestational edema with proteinuria, second trimester"
O1223,10,"Gestational edema with proteinuria, third trimester"
O1224,10,"Gestational edema with proteinuria, complicating childbirth"
O131,10,"Gestational [pregnancy-induced] hypertension without significant proteinuria, first trimester"
O132,10,"Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester"
O133,10,"Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester"
O134,10,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating childbirth"
O135,10,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium"
O139,10,"Gestational [pregnancy-induced] hypertension without significant proteinuria, unspecified trimester"
O1400,10,"Mild to moderate pre-eclampsia, unspecified trimester"
O1402,10,"Mild to moderate pre-eclampsia, second trimester"
O1403,10,"Mild to moderate pre-eclampsia, third trimester"
O1404,10,"Mild to moderate pre-eclampsia, complicating childbirth"
O1405,10,"Mild to moderate pre-eclampsia, complicating the puerperium"
O1410,10,"Severe pre-eclampsia, unspecified trimester"
O1412,10,"Severe pre-eclampsia, second trimester"
O1413,10,"Severe pre-eclampsia, third trimester"
O1414,10,Severe pre-eclampsia complicating childbirth
O1415,10,"Severe pre-eclampsia, complicating the puerperium"
O1422,10,"HELLP syndrome (HELLP), second trimester"
O1423,10,"HELLP syndrome (HELLP), third trimester"
O1424,10,"HELLP syndrome, complicating childbirth"
O1425,10,"HELLP syndrome, complicating the puerperium"
O1490,10,"Unspecified pre-eclampsia, unspecified trimester"
O1492,10,"Unspecified pre-eclampsia, second trimester"
O1493,10,"Unspecified pre-eclampsia, third trimester"
O1494,10,"Unspecified pre-eclampsia, complicating childbirth"
O1495,10,"Unspecified pre-eclampsia, complicating the puerperium"
O1503,10,"Eclampsia complicating pregnancy, third trimester"
O151,10,Eclampsia complicating labor
O152,10,Eclampsia complicating the puerperium
O161,10,"Unspecified maternal hypertension, first trimester"
O162,10,"Unspecified maternal hypertension, second trimester"
O163,10,"Unspecified maternal hypertension, third trimester"
O164,10,"Unspecified maternal hypertension, complicating childbirth"
O165,10,"Unspecified maternal hypertension, complicating the puerperium"
O169,10,"Unspecified maternal hypertension, unspecified trimester"
O200,10,Threatened abortion
O208,10,Other hemorrhage in early pregnancy
O209,10,"Hemorrhage in early pregnancy, unspecified"
O210,10,Mild hyperemesis gravidarum
O211,10,Hyperemesis gravidarum with metabolic disturbance
O212,10,Late vomiting of pregnancy
O218,10,Other vomiting complicating pregnancy
O219,10,"Vomiting of pregnancy, unspecified"
O2201,10,"Varicose veins of lower extremity in pregnancy, first trimester"
O2203,10,"Varicose veins of lower extremity in pregnancy, third trimester"
O2221,10,"Superficial thrombophlebitis in pregnancy, first trimester"
O2222,10,"Superficial thrombophlebitis in pregnancy, second trimester"
O2223,10,"Superficial thrombophlebitis in pregnancy, third trimester"
O2231,10,"Deep phlebothrombosis in pregnancy, first trimester"
O2232,10,"Deep phlebothrombosis in pregnancy, second trimester"
O2233,10,"Deep phlebothrombosis in pregnancy, third trimester"
O2241,10,"Hemorrhoids in pregnancy, first trimester"
O2242,10,"Hemorrhoids in pregnancy, second trimester"
O2243,10,"Hemorrhoids in pregnancy, third trimester"
O2251,10,"Cerebral venous thrombosis in pregnancy, first trimester"
O228X1,10,"Other venous complications in pregnancy, first trimester"
O228X3,10,"Other venous complications in pregnancy, third trimester"
O2293,10,"Venous complication in pregnancy, unspecified, third trimester"
O2301,10,"Infections of kidney in pregnancy, first trimester"
O2302,10,"Infections of kidney in pregnancy, second trimester"
O2303,10,"Infections of kidney in pregnancy, third trimester"
O2312,10,"Infections of bladder in pregnancy, second trimester"
O2313,10,"Infections of bladder in pregnancy, third trimester"
O2341,10,"Unspecified infection of urinary tract in pregnancy, first trimester"
O2342,10,"Unspecified infection of urinary tract in pregnancy, second trimester"
O2343,10,"Unspecified infection of urinary tract in pregnancy, third trimester"
O23522,10,"Salpingo-oophoritis in pregnancy, second trimester"
O23591,10,"Infection of other part of genital tract in pregnancy, first trimester"
O23592,10,"Infection of other part of genital tract in pregnancy, second trimester"
O23593,10,"Infection of other part of genital tract in pregnancy, third trimester"
O23599,10,"Infection of other part of genital tract in pregnancy, unspecified trimester"
O24011,10,"Pre-existing type 1 diabetes mellitus, in pregnancy, first trimester"
O24012,10,"Pre-existing type 1 diabetes mellitus, in pregnancy, second trimester"
O24013,10,"Pre-existing type 1 diabetes mellitus, in pregnancy, third trimester"
O2402,10,"Pre-existing type 1 diabetes mellitus, in childbirth"
O2403,10,"Pre-existing type 1 diabetes mellitus, in the puerperium"
O24111,10,"Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester"
O24112,10,"Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester"
O24113,10,"Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester"
O2412,10,"Pre-existing type 2 diabetes mellitus, in childbirth"
O2413,10,"Pre-existing type 2 diabetes mellitus, in the puerperium"
O24311,10,"Unspecified pre-existing diabetes mellitus in pregnancy, first trimester"
O24313,10,"Unspecified pre-existing diabetes mellitus in pregnancy, third trimester"
O2432,10,Unspecified pre-existing diabetes mellitus in childbirth
O2433,10,Unspecified pre-existing diabetes mellitus in the puerperium
O24410,10,"Gestational diabetes mellitus in pregnancy, diet controlled"
O24414,10,"Gestational diabetes mellitus in pregnancy, insulin controlled"
O24419,10,"Gestational diabetes mellitus in pregnancy, unspecified control"
O24420,10,"Gestational diabetes mellitus in childbirth, diet controlled"
O24424,10,"Gestational diabetes mellitus in childbirth, insulin controlled"
O24425,10,"Gestational diabetes mellitus in childbirth, controlled by oral hypoglycemic drugs"
O24429,10,"Gestational diabetes mellitus in childbirth, unspecified control"
O24430,10,"Gestational diabetes mellitus in the puerperium, diet controlled"
O24434,10,"Gestational diabetes mellitus in the puerperium, insulin controlled"
O24439,10,"Gestational diabetes mellitus in the puerperium, unspecified control"
O24911,10,"Unspecified diabetes mellitus in pregnancy, first trimester"
O24913,10,"Unspecified diabetes mellitus in pregnancy, third trimester"
O2492,10,Unspecified diabetes mellitus in childbirth
O2511,10,"Malnutrition in pregnancy, first trimester"
O2512,10,"Malnutrition in pregnancy, second trimester"
O2513,10,"Malnutrition in pregnancy, third trimester"
O252,10,Malnutrition in childbirth
O2603,10,"Excessive weight gain in pregnancy, third trimester"
O2611,10,"Low weight gain in pregnancy, first trimester"
O2613,10,"Low weight gain in pregnancy, third trimester"
O2620,10,"Pregnancy care for patient with recurrent pregnancy loss, unspecified trimester"
O2621,10,"Pregnancy care for patient with recurrent pregnancy loss, first trimester"
O2622,10,"Pregnancy care for patient with recurrent pregnancy loss, second trimester"
O2623,10,"Pregnancy care for patient with recurrent pregnancy loss, third trimester"
O2631,10,"Retained intrauterine contraceptive device in pregnancy, first trimester"
O2632,10,"Retained intrauterine contraceptive device in pregnancy, second trimester"
O2633,10,"Retained intrauterine contraceptive device in pregnancy, third trimester"
O2651,10,"Maternal hypotension syndrome, first trimester"
O2652,10,"Maternal hypotension syndrome, second trimester"
O2653,10,"Maternal hypotension syndrome, third trimester"
O26611,10,"Liver and biliary tract disorders in pregnancy, first trimester"
O26612,10,"Liver and biliary tract disorders in pregnancy, second trimester"
O26613,10,"Liver and biliary tract disorders in pregnancy, third trimester"
O26619,10,"Liver and biliary tract disorders in pregnancy, unspecified trimester"
O2662,10,Liver and biliary tract disorders in childbirth
O2663,10,Liver and biliary tract disorders in the puerperium
O2672,10,Subluxation of symphysis (pubis) in childbirth
O26812,10,"Pregnancy related exhaustion and fatigue, second trimester"
O26813,10,"Pregnancy related exhaustion and fatigue, third trimester"
O26823,10,"Pregnancy related peripheral neuritis, third trimester"
O26831,10,"Pregnancy related renal disease, first trimester"
O26832,10,"Pregnancy related renal disease, second trimester"
O26833,10,"Pregnancy related renal disease, third trimester"
O26843,10,"Uterine size-date discrepancy, third trimester"
O26851,10,"Spotting complicating pregnancy, first trimester"
O26852,10,"Spotting complicating pregnancy, second trimester"
O26853,10,"Spotting complicating pregnancy, third trimester"
O2686,10,Pruritic urticarial papules and plaques of pregnancy (PUPPP)
O26872,10,"Cervical shortening, second trimester"
O26873,10,"Cervical shortening, third trimester"
O26879,10,"Cervical shortening, unspecified trimester"
O26891,10,"Other specified pregnancy related conditions, first trimester"
O26892,10,"Other specified pregnancy related conditions, second trimester"
O26893,10,"Other specified pregnancy related conditions, third trimester"
O26899,10,"Other specified pregnancy related conditions, unspecified trimester"
O2690,10,"Pregnancy related conditions, unspecified, unspecified trimester"
O2691,10,"Pregnancy related conditions, unspecified, first trimester"
O2692,10,"Pregnancy related conditions, unspecified, second trimester"
O2693,10,"Pregnancy related conditions, unspecified, third trimester"
O280,10,Abnormal hematological finding on antenatal screening of mother
O281,10,Abnormal biochemical finding on antenatal screening of mother
O283,10,Abnormal ultrasonic finding on antenatal screening of mother
O288,10,Other abnormal findings on antenatal screening of mother
O298X1,10,"Other complications of anesthesia during pregnancy, first trimester"
O30001,10,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester"
O30002,10,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester"
O30012,10,"Twin pregnancy, monochorionic/monoamniotic, second trimester"
O30013,10,"Twin pregnancy, monochorionic/monoamniotic, third trimester"
O30032,10,"Twin pregnancy, monochorionic/diamniotic, second trimester"
O30033,10,"Twin pregnancy, monochorionic/diamniotic, third trimester"
O30041,10,"Twin pregnancy, dichorionic/diamniotic, first trimester"
O30042,10,"Twin pregnancy, dichorionic/diamniotic, second trimester"
O30043,10,"Twin pregnancy, dichorionic/diamniotic, third trimester"
O30093,10,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester"
O30103,10,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester"
O30112,10,"Triplet pregnancy with two or more monochorionic fetuses, second trimester"
O30113,10,"Triplet pregnancy with two or more monochorionic fetuses, third trimester"
O30132,10,"Triplet pregnancy, trichorionic/triamniotic, second trimester"
O30133,10,"Triplet pregnancy, trichorionic/triamniotic, third trimester"
O3103X1,10,"Papyraceous fetus, third trimester, fetus 1"
O3111X0,10,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, not applicable or unspecified"
O3112X1,10,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 1"
O3113X0,10,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, not applicable or unspecified"
O3121X1,10,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 1"
O3122X1,10,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 1"
O3122X2,10,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 2"
O3123X0,10,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, not applicable or unspecified"
O3123X1,10,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 1"
O3123X2,10,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 2"
O3132X1,10,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 1"
O3132X3,10,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 3"
O3133X0,10,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, not applicable or unspecified"
O3133X1,10,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 1"
O318X21,10,"Other complications specific to multiple gestation, second trimester, fetus 1"
O318X22,10,"Other complications specific to multiple gestation, second trimester, fetus 2"
O318X31,10,"Other complications specific to multiple gestation, third trimester, fetus 1"
O318X32,10,"Other complications specific to multiple gestation, third trimester, fetus 2"
O320XX0,10,"Maternal care for unstable lie, not applicable or unspecified"
O321XX0,10,"Maternal care for breech presentation, not applicable or unspecified"
O321XX1,10,"Maternal care for breech presentation, fetus 1"
O321XX2,10,"Maternal care for breech presentation, fetus 2"
O321XX3,10,"Maternal care for breech presentation, fetus 3"
O322XX0,10,"Maternal care for transverse and oblique lie, not applicable or unspecified"
O322XX1,10,"Maternal care for transverse and oblique lie, fetus 1"
O322XX2,10,"Maternal care for transverse and oblique lie, fetus 2"
O323XX0,10,"Maternal care for face, brow and chin presentation, not applicable or unspecified"
O324XX0,10,"Maternal care for high head at term, not applicable or unspecified"
O324XX1,10,"Maternal care for high head at term, fetus 1"
O326XX0,10,"Maternal care for compound presentation, not applicable or unspecified"
O326XX2,10,"Maternal care for compound presentation, fetus 2"
O328XX0,10,"Maternal care for other malpresentation of fetus, not applicable or unspecified"
O328XX1,10,"Maternal care for other malpresentation of fetus, fetus 1"
O328XX2,10,"Maternal care for other malpresentation of fetus, fetus 2"
O328XX3,10,"Maternal care for other malpresentation of fetus, fetus 3"
O329XX0,10,"Maternal care for malpresentation of fetus, unspecified, not applicable or unspecified"
O330,10,Maternal care for disproportion due to deformity of maternal pelvic bones
O331,10,Maternal care for disproportion due to generally contracted pelvis
O335XX0,10,"Maternal care for disproportion due to unusually large fetus, not applicable or unspecified"
O337XX0,10,"Maternal care for disproportion due to other fetal deformities, not applicable or unspecified"
O339,10,"Maternal care for disproportion, unspecified"
O3402,10,"Maternal care for unspecified congenital malformation of uterus, second trimester"
O3403,10,"Maternal care for unspecified congenital malformation of uterus, third trimester"
O3410,10,"Maternal care for benign tumor of corpus uteri, unspecified trimester"
O3411,10,"Maternal care for benign tumor of corpus uteri, first trimester"
O3412,10,"Maternal care for benign tumor of corpus uteri, second trimester"
O3413,10,"Maternal care for benign tumor of corpus uteri, third trimester"
O3421,10,Maternal care for scar from previous cesarean delivery
O34211,10,Maternal care for low transverse scar from previous cesarean delivery
O34212,10,Maternal care for vertical scar from previous cesarean delivery
O34218,10,Maternal care for other type scar from previous cesarean delivery
O34219,10,Maternal care for unspecified type scar from previous cesarean delivery
O3429,10,Maternal care due to uterine scar from other previous surgery
O3431,10,"Maternal care for cervical incompetence, first trimester"
O3432,10,"Maternal care for cervical incompetence, second trimester"
O3433,10,"Maternal care for cervical incompetence, third trimester"
O3442,10,"Maternal care for other abnormalities of cervix, second trimester"
O3443,10,"Maternal care for other abnormalities of cervix, third trimester"
O34533,10,"Maternal care for retroversion of gravid uterus, third trimester"
O34591,10,"Maternal care for other abnormalities of gravid uterus, first trimester"
O34592,10,"Maternal care for other abnormalities of gravid uterus, second trimester"
O34593,10,"Maternal care for other abnormalities of gravid uterus, third trimester"
O3463,10,"Maternal care for abnormality of vagina, third trimester"
O3473,10,"Maternal care for abnormality of vulva and perineum, third trimester"
O3480,10,"Maternal care for other abnormalities of pelvic organs, unspecified trimester"
O3481,10,"Maternal care for other abnormalities of pelvic organs, first trimester"
O3482,10,"Maternal care for other abnormalities of pelvic organs, second trimester"
O3483,10,"Maternal care for other abnormalities of pelvic organs, third trimester"
O350XX0,10,"Maternal care for (suspected) central nervous system malformation in fetus, not applicable or unspecified"
O351XX0,10,"Maternal care for (suspected) chromosomal abnormality in fetus, not applicable or unspecified"
O351XX2,10,"Maternal care for (suspected) chromosomal abnormality in fetus, fetus 2"
O352XX0,10,"Maternal care for (suspected) hereditary disease in fetus, not applicable or unspecified"
O353XX0,10,"Maternal care for (suspected) damage to fetus from viral disease in mother, not applicable or unspecified"
O358XX0,10,"Maternal care for other (suspected) fetal abnormality and damage, not applicable or unspecified"
O358XX1,10,"Maternal care for other (suspected) fetal abnormality and damage, fetus 1"
O358XX2,10,"Maternal care for other (suspected) fetal abnormality and damage, fetus 2"
O359XX0,10,"Maternal care for (suspected) fetal abnormality and damage, unspecified, not applicable or unspecified"
O359XX2,10,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 2"
O360130,10,"Maternal care for anti-D [Rh] antibodies, third trimester, not applicable or unspecified"
O360131,10,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 1"
O360132,10,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 2"
O360910,10,"Maternal care for other rhesus isoimmunization, first trimester, not applicable or unspecified"
O360920,10,"Maternal care for other rhesus isoimmunization, second trimester, not applicable or unspecified"
O360922,10,"Maternal care for other rhesus isoimmunization, second trimester, fetus 2"
O360930,10,"Maternal care for other rhesus isoimmunization, third trimester, not applicable or unspecified"
O360932,10,"Maternal care for other rhesus isoimmunization, third trimester, fetus 2"
O360990,10,"Maternal care for other rhesus isoimmunization, unspecified trimester, not applicable or unspecified"
O361130,10,"Maternal care for Anti-A sensitization, third trimester, not applicable or unspecified"
O361910,10,"Maternal care for other isoimmunization, first trimester, not applicable or unspecified"
O361911,10,"Maternal care for other isoimmunization, first trimester, fetus 1"
O361920,10,"Maternal care for other isoimmunization, second trimester, not applicable or unspecified"
O361930,10,"Maternal care for other isoimmunization, third trimester, not applicable or unspecified"
O3622X0,10,"Maternal care for hydrops fetalis, second trimester, not applicable or unspecified"
O3622X2,10,"Maternal care for hydrops fetalis, second trimester, fetus 2"
O3623X0,10,"Maternal care for hydrops fetalis, third trimester, not applicable or unspecified"
O364XX0,10,"Maternal care for intrauterine death, not applicable or unspecified"
O364XX2,10,"Maternal care for intrauterine death, fetus 2"
O365120,10,"Maternal care for known or suspected placental insufficiency, second trimester, not applicable or unspecified"
O365130,10,"Maternal care for known or suspected placental insufficiency, third trimester, not applicable or unspecified"
O365920,10,"Maternal care for other known or suspected poor fetal growth, second trimester, not applicable or unspecified"
O365921,10,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 1"
O365922,10,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 2"
O365930,10,"Maternal care for other known or suspected poor fetal growth, third trimester, not applicable or unspecified"
O365931,10,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 1"
O365932,10,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 2"
O365933,10,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 3"
O3662X0,10,"Maternal care for excessive fetal growth, second trimester, not applicable or unspecified"
O3663X0,10,"Maternal care for excessive fetal growth, third trimester, not applicable or unspecified"
O3680X0,10,"Pregnancy with inconclusive fetal viability, not applicable or unspecified"
O368120,10,"Decreased fetal movements, second trimester, not applicable or unspecified"
O368122,10,"Decreased fetal movements, second trimester, fetus 2"
O368130,10,"Decreased fetal movements, third trimester, not applicable or unspecified"
O368190,10,"Decreased fetal movements, unspecified trimester, not applicable or unspecified"
O368192,10,"Decreased fetal movements, unspecified trimester, fetus 2"
O368230,10,"Fetal anemia and thrombocytopenia, third trimester, not applicable or unspecified"
O368320,10,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, not applicable or unspecified"
O368321,10,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 1"
O368322,10,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 2"
O368330,10,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, not applicable or unspecified"
O368331,10,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 1"
O368332,10,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 2"
O368920,10,"Maternal care for other specified fetal problems, second trimester, not applicable or unspecified"
O368922,10,"Maternal care for other specified fetal problems, second trimester, fetus 2"
O368930,10,"Maternal care for other specified fetal problems, third trimester, not applicable or unspecified"
O368931,10,"Maternal care for other specified fetal problems, third trimester, fetus 1"
O368932,10,"Maternal care for other specified fetal problems, third trimester, fetus 2"
